Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key
Himachal Pradesh,India,2021-01-02 05:22:33,31.927213,77.233081,55470,936,51728,2806,"Himachal Pradesh, India"
Jammu and Kashmir,India,2021-01-02 05:22:33,33.75943,76.612638,121227,1884,116079,3264,"Jammu and Kashmir, India"
Jharkhand,India,2021-01-02 05:22:33,23.654536,85.557631,115241,1030,112424,1787,"Jharkhand, India"
Karnataka,India,2021-01-02 05:22:33,14.70518,76.166436,920373,12096,896116,12161,"Karnataka, India"
Kerala,India,2021-01-02 05:22:33,10.450898,76.405749,765924,3095,692480,70349,"Kerala, India"
Ladakh,India,2021-01-02 05:22:33,34.1526,77.5771,9525,127,9144,254,"Ladakh, India"
Lakshadweep,India,2021-01-02 05:22:33,13.6999972,72.18333259999999,0,0,0,0,"Lakshadweep, India"
Madhya Pradesh,India,2021-01-02 05:22:33,23.541513,78.289633,242571,3618,228831,10122,"Madhya Pradesh, India"
Maharashtra,India,2021-01-02 05:22:33,19.449759,76.108221,1935636,49580,1828546,57510,"Maharashtra, India"
Manipur,India,2021-01-02 05:22:33,24.738975,93.882541,28206,356,26678,1172,"Manipur, India"
Meghalaya,India,2021-01-02 05:22:33,25.536934,91.278882,13445,139,13139,167,"Meghalaya, India"
Mizoram,India,2021-01-02 05:22:33,23.309381,92.83822,4219,8,4098,113,"Mizoram, India"
Nagaland,India,2021-01-02 05:22:33,26.06702,94.470302,11929,79,11646,204,"Nagaland, India"
Odisha,India,2021-01-02 05:22:33,20.505428,84.418059,329866,1876,325432,2558,"Odisha, India"
Puducherry,India,2021-01-02 05:22:33,11.882658,78.86498,38164,633,37115,416,"Puducherry, India"
Punjab,India,2021-01-02 05:22:33,30.841465000000003,75.40879,166770,5349,157496,3925,"Punjab, India"
Rajasthan,India,2021-01-02 05:22:33,26.583423,73.847973,308852,2700,295987,10165,"Rajasthan, India"
Sikkim,India,2021-01-02 05:22:33,27.571671,88.472712,5900,128,5233,539,"Sikkim, India"
Tamil Nadu,India,2021-01-02 05:22:33,11.006091,78.400624,818935,12135,797391,9409,"Tamil Nadu, India"
Telangana,India,2021-01-02 05:22:33,18.1124,79.0193,287108,1546,279456,6106,"Telangana, India"
Tripura,India,2021-01-02 05:22:33,23.746783,91.743565,33276,385,32779,112,"Tripura, India"
Unknown,India,2021-01-02 05:22:33,,,0,0,46107,0,"Unknown, India"
Uttar Pradesh,India,2021-01-02 05:22:33,26.925425,80.560982,586751,8379,563278,15094,"Uttar Pradesh, India"
Uttarakhand,India,2021-01-02 05:22:33,30.156447,79.197608,91281,1515,84692,5074,"Uttarakhand, India"
West Bengal,India,2021-01-02 05:22:33,23.814082,87.979803,553216,9738,530366,13112,"West Bengal, India"
,Indonesia,2021-01-02 05:22:33,-0.7893,113.9213,751270,22329,617936,111005,Indonesia
,Iran,2021-01-02 05:22:33,32.427908,53.68804599999999,1231429,55337,995570,180522,Iran
,Iraq,2021-01-02 05:22:33,33.223191,43.679291,596193,12824,539817,43552,Iraq
,Ireland,2021-01-02 05:22:33,53.1424,-7.6921,93532,2248,23364,67920,Ireland
,Israel,2021-01-02 05:22:33,31.046051,34.851612,428510,3356,379910,45244,Israel
Abruzzo,Italy,2021-01-02 05:22:33,42.35122196,13.39843823,35723,1218,23132,11373,"Abruzzo, Italy"
Basilicata,Italy,2021-01-02 05:22:33,40.63947052,15.80514834,10982,256,4585,6141,"Basilicata, Italy"
Calabria,Italy,2021-01-02 05:22:33,38.90597598,16.59440194,24265,479,14923,8863,"Calabria, Italy"
Campania,Italy,2021-01-02 05:22:33,40.83956555,14.25084984,191407,2864,110215,78328,"Campania, Italy"
Emilia-Romagna,Italy,2021-01-02 05:22:33,44.49436681,11.3417208,174141,7808,109546,56787,"Emilia-Romagna, Italy"
Friuli Venezia Giulia,Italy,2021-01-02 05:22:33,45.6494354,13.76813649,50742,1669,37320,11753,"Friuli Venezia Giulia, Italy"
Lazio,Italy,2021-01-02 05:22:33,41.89277044,12.48366722,164964,3792,84811,76361,"Lazio, Italy"
Liguria,Italy,2021-01-02 05:22:33,44.41149315,8.9326992,60881,2898,52386,5597,"Liguria, Italy"
Lombardia,Italy,2021-01-02 05:22:33,45.46679409,9.190347404,481959,25203,401444,55312,"Lombardia, Italy"
Marche,Italy,2021-01-02 05:22:33,43.61675973,13.5188753,42317,1581,28997,11739,"Marche, Italy"
Molise,Italy,2021-01-02 05:22:33,41.55774754,14.65916051,6634,192,4719,1723,"Molise, Italy"
P.A. Bolzano,Italy,2021-01-02 05:22:33,46.49933453,11.35662422,29764,742,18229,10793,"P.A. Bolzano, Italy"
P.A. Trento,Italy,2021-01-02 05:22:33,46.06893511,11.12123097,22033,952,19182,1899,"P.A. Trento, Italy"
Piemonte,Italy,2021-01-02 05:22:33,45.0732745,7.680687483,198886,7960,164397,26529,"Piemonte, Italy"
Puglia,Italy,2021-01-02 05:22:33,41.12559576,16.86736689,92359,2481,35965,53913,"Puglia, Italy"
Sardegna,Italy,2021-01-02 05:22:33,39.21531192,9.110616306,31478,751,14048,16679,"Sardegna, Italy"
Sicilia,Italy,2021-01-02 05:22:33,38.11569725,13.362356699999998,94766,2440,57979,34347,"Sicilia, Italy"
Toscana,Italy,2021-01-02 05:22:33,43.76923077,11.25588885,120917,3700,107381,9836,"Toscana, Italy"
Umbria,Italy,2021-01-02 05:22:33,43.10675841,12.38824698,29188,625,24759,3804,"Umbria, Italy"
Valle d'Aosta,Italy,2021-01-02 05:22:33,45.73750286,7.320149366,7290,381,6501,408,"Valle d'Aosta, Italy"
Veneto,Italy,2021-01-02 05:22:33,45.43490485,12.33845213,258680,6629,159469,92582,"Veneto, Italy"
,Jamaica,2021-01-02 05:22:33,18.1096,-77.2975,12915,303,10532,2080,Jamaica
Aichi,Japan,2021-01-02 05:22:33,35.035551,137.211621,16767,216,13596,2955,"Aichi, Japan"
Akita,Japan,2021-01-02 05:22:33,39.748679,140.408228,143,1,100,42,"Akita, Japan"
Aomori,Japan,2021-01-02 05:22:33,40.781541,140.828896,492,8,385,99,"Aomori, Japan"
Chiba,Japan,2021-01-02 05:22:33,35.510141,140.198917,11208,121,8660,2427,"Chiba, Japan"
Ehime,Japan,2021-01-02 05:22:33,33.624835,132.856842,471,13,365,93,"Ehime, Japan"
Fukui,Japan,2021-01-02 05:22:33,35.846614,136.22465400000002,355,12,325,18,"Fukui, Japan"
Fukuoka,Japan,2021-01-02 05:22:33,33.526032,130.666949,9121,119,7272,1730,"Fukuoka, Japan"
Fukushima,Japan,2021-01-02 05:22:33,37.378867,140.223295,956,21,673,262,"Fukushima, Japan"
Gifu,Japan,2021-01-02 05:22:33,35.778671,137.055925,2348,35,1706,607,"Gifu, Japan"
Gunma,Japan,2021-01-02 05:22:33,36.504479,138.985605,2339,45,1935,359,"Gunma, Japan"
Hiroshima,Japan,2021-01-02 05:22:33,34.605309000000005,132.788719,3392,36,1778,1578,"Hiroshima, Japan"
Hokkaido,Japan,2021-01-02 05:22:33,43.385711,142.552318,13536,456,11309,1771,"Hokkaido, Japan"
Hyogo,Japan,2021-01-02 05:22:33,35.039913,134.828057,10128,220,8404,1504,"Hyogo, Japan"
Ibaraki,Japan,2021-01-02 05:22:33,36.303588,140.319591,2488,38,2123,327,"Ibaraki, Japan"
Ishikawa,Japan,2021-01-02 05:22:33,36.769464,136.771027,1084,51,915,118,"Ishikawa, Japan"
Iwate,Japan,2021-01-02 05:22:33,39.593287,141.361777,389,24,297,68,"Iwate, Japan"
Kagawa,Japan,2021-01-02 05:22:33,34.217292,133.969047,306,3,206,97,"Kagawa, Japan"
Kagoshima,Japan,2021-01-02 05:22:33,31.009484000000004,130.430665,1031,14,875,142,"Kagoshima, Japan"
Kanagawa,Japan,2021-01-02 05:22:33,35.415312,139.338983,21730,280,17855,3595,"Kanagawa, Japan"
Kochi,Japan,2021-01-02 05:22:33,33.422519,133.367307,669,8,540,121,"Kochi, Japan"
Kumamoto,Japan,2021-01-02 05:22:33,32.608154,130.74523100000002,1905,18,1466,421,"Kumamoto, Japan"
Kyoto,Japan,2021-01-02 05:22:33,35.253815,135.443341,4906,53,3431,1422,"Kyoto, Japan"
Mie,Japan,2021-01-02 05:22:33,34.508018,136.376013,1297,18,1108,171,"Mie, Japan"
Miyagi,Japan,2021-01-02 05:22:33,38.446859,140.927086,2221,16,1694,511,"Miyagi, Japan"
Miyazaki,Japan,2021-01-02 05:22:33,32.193203999999994,131.299374,783,9,668,106,"Miyazaki, Japan"
Nagano,Japan,2021-01-02 05:22:33,36.132134,138.045528,1206,15,1029,162,"Nagano, Japan"
Nagasaki,Japan,2021-01-02 05:22:33,33.235712,129.608033,675,4,311,360,"Nagasaki, Japan"
Nara,Japan,2021-01-02 05:22:33,34.317451,135.871644,2000,24,1620,356,"Nara, Japan"
Niigata,Japan,2021-01-02 05:22:33,37.521819,138.918647,545,3,436,106,"Niigata, Japan"
Oita,Japan,2021-01-02 05:22:33,33.200697,131.43323999999998,700,6,561,133,"Oita, Japan"
Okayama,Japan,2021-01-02 05:22:33,34.89246,133.826252,1390,15,762,613,"Okayama, Japan"
Okinawa,Japan,2021-01-02 05:22:33,25.768923,126.668016,5411,81,4902,428,"Okinawa, Japan"
Osaka,Japan,2021-01-02 05:22:33,34.620965000000005,135.507481,30297,588,25866,3843,"Osaka, Japan"
Port Quarantine,Japan,2021-01-02 05:22:33,,,1900,1,1750,149,"Port Quarantine, Japan"
Saga,Japan,2021-01-02 05:22:33,33.286977,130.115738,469,3,409,57,"Saga, Japan"
Saitama,Japan,2021-01-02 05:22:33,35.997101,139.347635,14511,211,11017,3283,"Saitama, Japan"
Shiga,Japan,2021-01-02 05:22:33,35.21582700000001,136.138064,1199,12,937,250,"Shiga, Japan"
Shimane,Japan,2021-01-02 05:22:33,35.07076,132.55406399999998,209,0,178,31,"Shimane, Japan"
Shizuoka,Japan,2021-01-02 05:22:33,34.916975,138.40778400000002,2717,41,2177,499,"Shizuoka, Japan"
Tochigi,Japan,2021-01-02 05:22:33,36.689912,139.819213,1534,6,1006,522,"Tochigi, Japan"
Tokushima,Japan,2021-01-02 05:22:33,33.919178,134.242091,199,9,183,7,"Tokushima, Japan"
Tokyo,Japan,2021-01-02 05:22:33,35.711343,139.446921,61105,631,50365,10109,"Tokyo, Japan"
Tottori,Japan,2021-01-02 05:22:33,35.359069,133.863619,119,0,66,53,"Tottori, Japan"
Toyama,Japan,2021-01-02 05:22:33,36.637464,137.26934599999998,562,26,478,58,"Toyama, Japan"
Unknown,Japan,2021-01-02 05:22:33,,,8,0,8,0,"Unknown, Japan"
Wakayama,Japan,2021-01-02 05:22:33,33.911879,135.505446,629,7,565,57,"Wakayama, Japan"
Yamagata,Japan,2021-01-02 05:22:33,38.448396,140.102154,390,9,304,77,"Yamagata, Japan"
Yamaguchi,Japan,2021-01-02 05:22:33,34.201190000000004,131.573293,589,3,460,126,"Yamaguchi, Japan"
Yamanashi,Japan,2021-01-02 05:22:33,35.612364,138.61148899999998,576,11,482,83,"Yamanashi, Japan"
,Jordan,2021-01-02 05:22:33,31.24,36.51,295765,3851,271834,20080,Jordan
,Kazakhstan,2021-01-02 05:22:33,48.0196,66.9237,202060,2749,176774,22537,Kazakhstan
,Kenya,2021-01-02 05:22:33,-0.0236,37.9062,96614,1681,78802,16131,Kenya
,"Korea, South",2021-01-02 05:22:33,35.90775700000001,127.766922,62593,942,43578,18073,"Korea, South"
,Kosovo,2021-01-02 05:22:33,42.602636,20.902977,51502,1336,41854,8312,Kosovo
,Kuwait,2021-01-02 05:22:33,29.31166,47.481766,150869,936,146777,3156,Kuwait
,Kyrgyzstan,2021-01-02 05:22:33,41.20438,74.766098,81156,1356,76148,3652,Kyrgyzstan
,Laos,2021-01-02 05:22:33,19.85627,102.495496,41,0,40,1,Laos
,Latvia,2021-01-02 05:22:33,56.8796,24.6032,41615,644,29018,11953,Latvia
,Lebanon,2021-01-02 05:22:33,33.8547,35.8623,183888,1479,127959,54450,Lebanon
,Lesotho,2021-01-02 05:22:33,-29.61,28.2336,3206,51,1496,1659,Lesotho
,Liberia,2021-01-02 05:22:33,6.4280550000000005,-9.429499,1800,83,1406,311,Liberia
,Libya,2021-01-02 05:22:33,26.3351,17.228331,100744,1487,73252,26005,Libya
,Liechtenstein,2021-01-02 05:22:33,47.14,9.55,2245,44,1810,391,Liechtenstein
,Lithuania,2021-01-02 05:22:33,55.1694,23.8813,145430,1837,98149,45444,Lithuania
,Luxembourg,2021-01-02 05:22:33,49.8153,6.1296,46415,495,40978,4942,Luxembourg
,MS Zaandam,2021-01-02 05:22:33,,,9,2,7,0,MS Zaandam
,Madagascar,2021-01-02 05:22:33,-18.766947,46.869107,17714,261,17228,225,Madagascar
,Malawi,2021-01-02 05:22:33,-13.2543,34.3015,6684,191,5708,785,Malawi
,Maldives,2021-01-02 05:22:33,3.2028,73.2207,13804,48,13150,606,Maldives
,Mali,2021-01-02 05:22:33,17.570692,-3.996166000000001,7203,271,4694,2238,Mali
,Malta,2021-01-02 05:22:33,35.9375,14.3754,12909,219,11178,1512,Malta
,Marshall Islands,2021-01-02 05:22:33,7.1315,171.1845,4,0,4,0,Marshall Islands
,Mauritania,2021-01-02 05:22:33,21.0079,-10.9408,14581,349,11652,2580,Mauritania
,Mauritius,2021-01-02 05:22:33,-20.348404,57.552152,527,10,496,21,Mauritius
Aguascalientes,Mexico,2021-01-02 05:22:33,21.8853,-102.2916,17021,1371,0,15650,"Aguascalientes, Mexico"
Baja California,Mexico,2021-01-02 05:22:33,30.8406,-115.2838,34889,5559,0,29330,"Baja California, Mexico"
Baja California Sur,Mexico,2021-01-02 05:22:33,26.0444,-111.6661,17820,784,0,17036,"Baja California Sur, Mexico"
Campeche,Mexico,2021-01-02 05:22:33,19.8301,-90.5349,7273,972,0,6301,"Campeche, Mexico"
Chiapas,Mexico,2021-01-02 05:22:33,16.7569,-93.1292,8293,1206,0,7087,"Chiapas, Mexico"
Chihuahua,Mexico,2021-01-02 05:22:33,28.633000000000006,-106.0691,36517,4440,0,32077,"Chihuahua, Mexico"
Ciudad de Mexico,Mexico,2021-01-02 05:22:33,19.4326,-99.1332,334137,16873,0,317264,"Ciudad de Mexico, Mexico"
Coahuila,Mexico,2021-01-02 05:22:33,27.0587,-101.7068,49685,4198,0,45487,"Coahuila, Mexico"
Colima,Mexico,2021-01-02 05:22:33,19.1223,-104.0072,7949,799,0,7150,"Colima, Mexico"
Durango,Mexico,2021-01-02 05:22:33,24.5593,-104.6588,25248,1555,0,23693,"Durango, Mexico"
Guanajuato,Mexico,2021-01-02 05:22:33,21.019,-101.2574,83520,5365,0,78155,"Guanajuato, Mexico"
Guerrero,Mexico,2021-01-02 05:22:33,17.4392,-99.5451,26024,2716,0,23308,"Guerrero, Mexico"
Hidalgo,Mexico,2021-01-02 05:22:33,20.0911,-98.7624,24599,3429,0,21170,"Hidalgo, Mexico"
Jalisco,Mexico,2021-01-02 05:22:33,20.6595,-103.3494,52399,6079,0,46320,"Jalisco, Mexico"
Mexico,Mexico,2021-01-02 05:22:33,19.4969,-99.7233,147443,19017,0,128426,"Mexico, Mexico"
Michoacan,Mexico,2021-01-02 05:22:33,19.5665,-101.7068,33235,2764,0,30471,"Michoacan, Mexico"
Morelos,Mexico,2021-01-02 05:22:33,18.6813,-99.1013,9930,1456,0,8474,"Morelos, Mexico"
Nayarit,Mexico,2021-01-02 05:22:33,21.7514,-104.8455,7922,1053,0,6869,"Nayarit, Mexico"
Nuevo Leon,Mexico,2021-01-02 05:22:33,25.5922,-99.9962,83209,5202,0,78007,"Nuevo Leon, Mexico"
Oaxaca,Mexico,2021-01-02 05:22:33,17.0732,-96.7266,28404,2130,0,26274,"Oaxaca, Mexico"
Puebla,Mexico,2021-01-02 05:22:33,19.0414,-98.2063,47636,5755,0,41881,"Puebla, Mexico"
Queretaro,Mexico,2021-01-02 05:22:33,20.5888,-100.3899,32582,1890,0,30692,"Queretaro, Mexico"
Quintana Roo,Mexico,2021-01-02 05:22:33,19.1817,-88.4791,15968,2031,0,13937,"Quintana Roo, Mexico"
San Luis Potosi,Mexico,2021-01-02 05:22:33,22.1565,-100.9855,39968,3074,0,36894,"San Luis Potosi, Mexico"
Sinaloa,Mexico,2021-01-02 05:22:33,25.1721,-107.4795,26847,4238,0,22609,"Sinaloa, Mexico"
Sonora,Mexico,2021-01-02 05:22:33,29.2972,-110.3309,52146,4196,0,47950,"Sonora, Mexico"
Tabasco,Mexico,2021-01-02 05:22:33,17.8409,-92.6189,44592,3207,0,41385,"Tabasco, Mexico"
Tamaulipas,Mexico,2021-01-02 05:22:33,24.2669,-98.8363,39416,3281,0,36135,"Tamaulipas, Mexico"
Tlaxcala,Mexico,2021-01-02 05:22:33,19.3139,-98.2404,11351,1420,0,9931,"Tlaxcala, Mexico"
Unknown,Mexico,2021-01-02 05:22:33,,,0,0,1083768,0,"Unknown, Mexico"
Veracruz,Mexico,2021-01-02 05:22:33,19.1738,-96.1342,43211,6353,0,36858,"Veracruz, Mexico"
Yucatan,Mexico,2021-01-02 05:22:33,20.7099,-89.0943,26748,2323,0,24425,"Yucatan, Mexico"
Zacatecas,Mexico,2021-01-02 05:22:33,22.7709,-102.5832,21203,1771,0,19432,"Zacatecas, Mexico"
,Moldova,2021-01-02 05:22:33,47.4116,28.3699,145258,3004,131701,10553,Moldova
,Monaco,2021-01-02 05:22:33,43.7333,7.4167,885,3,718,164,Monaco
,Mongolia,2021-01-02 05:22:33,46.8625,103.8467,1220,1,855,386,Mongolia
,Montenegro,2021-01-02 05:22:33,42.708678000000006,19.37439,48589,684,38780,9125,Montenegro
,Morocco,2021-01-02 05:22:33,31.7917,-7.0926,440970,7425,409638,23907,Morocco
,Mozambique,2021-01-02 05:22:33,-18.665695,35.529562,18794,167,16680,1947,Mozambique
,Namibia,2021-01-02 05:22:33,-22.9576,18.4904,24545,208,20727,3610,Namibia
,Nepal,2021-01-02 05:22:33,28.1667,84.25,261019,1864,253107,6048,Nepal
Aruba,Netherlands,2021-01-02 05:22:33,12.5211,-69.9683,5509,49,5179,281,"Aruba, Netherlands"
"Bonaire, Sint Eustatius and Saba",Netherlands,2021-01-02 05:22:33,12.1784,-68.2385,196,3,180,13,"Bonaire, Sint Eustatius and Saba, Netherlands"
Curacao,Netherlands,2021-01-02 05:22:33,12.1696,-68.99,4289,16,2950,1323,"Curacao, Netherlands"
Drenthe,Netherlands,2021-01-02 05:22:33,52.862485,6.618435000000002,13733,140,0,13577,"Drenthe, Netherlands"
Flevoland,Netherlands,2021-01-02 05:22:33,52.550383,5.515162,19687,157,0,19545,"Flevoland, Netherlands"
Friesland,Netherlands,2021-01-02 05:22:33,53.087337,5.7925,15047,177,0,14858,"Friesland, Netherlands"
Gelderland,Netherlands,2021-01-02 05:22:33,52.061738,5.939114,89615,1305,0,88225,"Gelderland, Netherlands"
Groningen,Netherlands,2021-01-02 05:22:33,53.217922,6.741514,15519,97,0,15158,"Groningen, Netherlands"
Limburg,Netherlands,2021-01-02 05:22:33,51.209227,5.93387,48067,1029,0,46968,"Limburg, Netherlands"
Noord-Brabant,Netherlands,2021-01-02 05:22:33,51.561174,5.184942,125157,2384,0,123374,"Noord-Brabant, Netherlands"
Noord-Holland,Netherlands,2021-01-02 05:22:33,52.60090600000001,4.918688,137991,1655,0,136124,"Noord-Holland, Netherlands"
Overijssel,Netherlands,2021-01-02 05:22:33,52.444558,6.441722,55192,695,0,54225,"Overijssel, Netherlands"
Sint Maarten,Netherlands,2021-01-02 05:22:33,18.0425,-63.0548,1458,27,1342,89,"Sint Maarten, Netherlands"
Unknown,Netherlands,2021-01-02 05:22:33,,,2402,46,0,3666,"Unknown, Netherlands"
Utrecht,Netherlands,2021-01-02 05:22:33,52.084251,5.163824,67520,871,0,66595,"Utrecht, Netherlands"
Zeeland,Netherlands,2021-01-02 05:22:33,51.47936,3.861559,10626,130,0,10500,"Zeeland, Netherlands"
Zuid-Holland,Netherlands,2021-01-02 05:22:33,51.937835,4.462114,204608,2843,0,200820,"Zuid-Holland, Netherlands"
,New Zealand,2021-01-02 05:22:33,-40.9006,174.886,2162,25,2082,55,New Zealand
,Nicaragua,2021-01-02 05:22:33,12.865416,-85.207229,6046,165,4225,1656,Nicaragua
,Niger,2021-01-02 05:22:33,17.607789,8.081666,3403,106,1828,1469,Niger
,Nigeria,2021-01-02 05:22:33,9.082,8.6753,88587,1294,74373,12920,Nigeria
,North Macedonia,2021-01-02 05:22:33,41.6086,21.7453,83743,2510,61943,19290,North Macedonia
,Norway,2021-01-02 05:22:33,60.472,8.4689,49803,436,17998,31369,Norway
,Oman,2021-01-02 05:22:33,21.512583,55.92325500000001,128867,1499,121890,5478,Oman
Azad Jammu and Kashmir,Pakistan,2021-01-02 05:22:33,34.027401,73.947253,8303,224,7691,388,"Azad Jammu and Kashmir, Pakistan"
Balochistan,Pakistan,2021-01-02 05:22:33,28.328492,65.898403,18181,184,17752,245,"Balochistan, Pakistan"
Gilgit-Baltistan,Pakistan,2021-01-02 05:22:33,35.792146,74.982138,4862,101,4713,48,"Gilgit-Baltistan, Pakistan"
Islamabad,Pakistan,2021-01-02 05:22:33,33.665087,73.121219,38020,421,34617,2982,"Islamabad, Pakistan"
Khyber Pakhtunkhwa,Pakistan,2021-01-02 05:22:33,34.485332,72.09169,59023,1661,53942,3420,"Khyber Pakhtunkhwa, Pakistan"
Punjab,Pakistan,2021-01-02 05:22:33,30.811346,72.13913199999998,139341,4085,124125,11131,"Punjab, Pakistan"
Sindh,Pakistan,2021-01-02 05:22:33,26.009446,68.77680699999999,216632,3582,196134,16916,"Sindh, Pakistan"
,Panama,2021-01-02 05:22:33,8.538,-80.7821,249733,4064,197928,47741,Panama
,Papua New Guinea,2021-01-02 05:22:33,-6.314993,143.95555,780,9,661,110,Papua New Guinea
,Paraguay,2021-01-02 05:22:33,-23.4425,-58.4438,108349,2262,81977,24110,Paraguay
Amazonas,Peru,2021-01-02 05:22:33,-5.077253,-78.050172,18509,574,0,17935,"Amazonas, Peru"
Ancash,Peru,2021-01-02 05:22:33,-9.407125,-77.67179499999997,30909,2886,0,28023,"Ancash, Peru"
Apurimac,Peru,2021-01-02 05:22:33,-14.027713,-72.975378,7520,361,0,7159,"Apurimac, Peru"
Arequipa,Peru,2021-01-02 05:22:33,-15.843524,-72.475539,48339,4261,0,44078,"Arequipa, Peru"
Ayacucho,Peru,2021-01-02 05:22:33,-14.091648,-74.08344,15304,835,0,14469,"Ayacucho, Peru"
Cajamarca,Peru,2021-01-02 05:22:33,-6.430284,-78.74559599999998,25250,1606,0,23644,"Cajamarca, Peru"
Callao,Peru,2021-01-02 05:22:33,-11.954609,-77.136042,43393,5199,0,38194,"Callao, Peru"
Cusco,Peru,2021-01-02 05:22:33,-13.191068,-72.153609,25418,1596,0,23822,"Cusco, Peru"
Huancavelica,Peru,2021-01-02 05:22:33,-13.023888,-75.00277,7903,392,0,7511,"Huancavelica, Peru"
Huanuco,Peru,2021-01-02 05:22:33,-9.421676,-76.040642,20492,1077,0,19415,"Huanuco, Peru"
Ica,Peru,2021-01-02 05:22:33,-14.235097,-75.574821,32100,3693,0,28407,"Ica, Peru"
Junin,Peru,2021-01-02 05:22:33,-11.541783,-74.876968,28307,2419,0,25888,"Junin, Peru"
La Libertad,Peru,2021-01-02 05:22:33,-7.92139,-78.370238,37341,4817,0,32524,"La Libertad, Peru"
Lambayeque,Peru,2021-01-02 05:22:33,-6.353049,-79.824113,33391,4602,0,28789,"Lambayeque, Peru"
Lima,Peru,2021-01-02 05:22:33,-11.766533,-76.60449799999998,449514,42170,0,407344,"Lima, Peru"
Loreto,Peru,2021-01-02 05:22:33,-4.124847,-74.424115,26403,2749,0,23654,"Loreto, Peru"
Madre de Dios,Peru,2021-01-02 05:22:33,-11.972699,-70.53171999999998,9603,155,0,9448,"Madre de Dios, Peru"
Moquegua,Peru,2021-01-02 05:22:33,-16.860271,-70.839046,16104,881,0,15223,"Moquegua, Peru"
Pasco,Peru,2021-01-02 05:22:33,-10.39655,-75.307635,6588,339,0,6249,"Pasco, Peru"
Piura,Peru,2021-01-02 05:22:33,-5.133361,-80.335861,42790,6328,0,36462,"Piura, Peru"
Puno,Peru,2021-01-02 05:22:33,-14.995826999999998,-69.922726,19379,1533,0,17846,"Puno, Peru"
San Martin,Peru,2021-01-02 05:22:33,-7.039531,-76.729127,25818,1608,0,24210,"San Martin, Peru"
Tacna,Peru,2021-01-02 05:22:33,-17.644160999999997,-70.27756,14736,798,0,13938,"Tacna, Peru"
Tumbes,Peru,2021-01-02 05:22:33,-3.857496,-80.54525500000003,9477,769,0,8708,"Tumbes, Peru"
Ucayali,Peru,2021-01-02 05:22:33,-9.621718,-73.444929,20549,1583,0,18966,"Ucayali, Peru"
Unknown,Peru,2021-01-02 05:22:33,,,0,0,951318,0,"Unknown, Peru"
,Philippines,2021-01-02 05:22:33,12.879721,121.774017,475820,9248,439895,26677,Philippines
,Poland,2021-01-02 05:22:33,51.9194,19.1451,1305774,28956,1046281,230537,Poland
,Portugal,2021-01-02 05:22:33,39.3999,-8.2245,420629,6972,338668,74989,Portugal
,Qatar,2021-01-02 05:22:33,25.3548,51.1839,144042,245,141556,2241,Qatar
,Romania,2021-01-02 05:22:33,45.9432,24.9668,636201,15841,566365,53995,Romania
Adygea Republic,Russia,2021-01-02 05:22:33,44.6939006,40.1520421,11103,92,9085,1926,"Adygea Republic, Russia"
Altai Krai,Russia,2021-01-02 05:22:33,52.6932243,82.69314240000001,33124,888,30660,1576,"Altai Krai, Russia"
Altai Republic,Russia,2021-01-02 05:22:33,50.7114101,86.8572186,13901,103,13104,694,"Altai Republic, Russia"
Amur Oblast,Russia,2021-01-02 05:22:33,52.8032368,128.437295,16004,105,14415,1484,"Amur Oblast, Russia"
Arkhangelsk Oblast,Russia,2021-01-02 05:22:33,63.5589686,43.1221646,43679,443,34495,8741,"Arkhangelsk Oblast, Russia"
Astrakhan Oblast,Russia,2021-01-02 05:22:33,47.1878186,47.608851,19187,389,12731,6067,"Astrakhan Oblast, Russia"
Bashkortostan Republic,Russia,2021-01-02 05:22:33,54.8573563,57.1439682,19234,145,15153,3936,"Bashkortostan Republic, Russia"
