Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key
Georgia,US,2021-01-02 05:22:33,31.86728114,-85.01773177,100,1,0,99,"Quitman, Georgia, US"
Georgia,US,2021-01-02 05:22:33,34.88389445,-83.40304637,1151,17,0,1134,"Rabun, Georgia, US"
Georgia,US,2021-01-02 05:22:33,31.76622818,-84.75732369,426,31,0,395,"Randolph, Georgia, US"
Georgia,US,2021-01-02 05:22:33,33.35777107,-82.07026432,15042,253,0,14789,"Richmond, Georgia, US"
Georgia,US,2021-01-02 05:22:33,33.65145002,-84.02202167,4065,81,0,3984,"Rockdale, Georgia, US"
Georgia,US,2021-01-02 05:22:33,32.2654021,-84.31258912,235,2,0,233,"Schley, Georgia, US"
Georgia,US,2021-01-02 05:22:33,32.74976524,-81.60779441,595,15,0,580,"Screven, Georgia, US"
Georgia,US,2021-01-02 05:22:33,30.93464824,-84.86823924,683,12,0,671,"Seminole, Georgia, US"
Georgia,US,2021-01-02 05:22:33,33.26310031,-84.28013991,3762,98,0,3664,"Spalding, Georgia, US"
Georgia,US,2021-01-02 05:22:33,34.55151201,-83.29405315,2266,50,0,2216,"Stephens, Georgia, US"
Georgia,US,2021-01-02 05:22:33,32.07996777,-84.83208037,685,17,0,668,"Stewart, Georgia, US"
Georgia,US,2021-01-02 05:22:33,32.03650571,-84.19821492,1737,74,0,1663,"Sumter, Georgia, US"
Georgia,US,2021-01-02 05:22:33,32.69642758,-84.53351366,295,9,0,286,"Talbot, Georgia, US"
Georgia,US,2021-01-02 05:22:33,33.56543317,-82.88136816,55,0,0,55,"Taliaferro, Georgia, US"
Georgia,US,2021-01-02 05:22:33,32.04785085,-82.05539188,1520,36,0,1484,"Tattnall, Georgia, US"
Georgia,US,2021-01-02 05:22:33,32.55792548,-84.25077141,541,14,0,527,"Taylor, Georgia, US"
Georgia,US,2021-01-02 05:22:33,31.92829517,-82.93491155,819,39,0,780,"Telfair, Georgia, US"
Georgia,US,2021-01-02 05:22:33,31.77527543,-84.44069698,576,35,0,541,"Terrell, Georgia, US"
Georgia,US,2021-01-02 05:22:33,30.86392347,-83.91847289,2844,85,0,2759,"Thomas, Georgia, US"
Georgia,US,2021-01-02 05:22:33,31.45743864,-83.5236119,3654,81,0,3573,"Tift, Georgia, US"
Georgia,US,2021-01-02 05:22:33,32.12059861,-82.32957247,2371,70,0,2301,"Toombs, Georgia, US"
Georgia,US,2021-01-02 05:22:33,34.91369188,-83.74107459999998,813,37,0,776,"Towns, Georgia, US"
Georgia,US,2021-01-02 05:22:33,32.40422134,-82.56904553,510,15,0,495,"Treutlen, Georgia, US"
Georgia,US,2021-01-02 05:22:33,33.03349196,-85.02812115,5051,128,0,4923,"Troup, Georgia, US"
Georgia,US,2021-01-02 05:22:33,31.71612656,-83.62069378,669,25,0,644,"Turner, Georgia, US"
Georgia,US,2021-01-02 05:22:33,32.67435595,-83.43078662,424,19,0,405,"Twiggs, Georgia, US"
Georgia,US,2021-01-02 05:22:33,,,3676,6,0,3670,"Unassigned, Georgia, US"
Georgia,US,2021-01-02 05:22:33,34.82995757,-83.98967069,1465,42,0,1423,"Union, Georgia, US"
Georgia,US,2021-01-02 05:22:33,32.87920671,-84.30024826,2258,82,0,2176,"Upson, Georgia, US"
Georgia,US,2021-01-02 05:22:33,34.73376362,-85.30165174,4154,59,0,4095,"Walker, Georgia, US"
Georgia,US,2021-01-02 05:22:33,33.78017694,-83.73552314,5729,92,0,5637,"Walton, Georgia, US"
Georgia,US,2021-01-02 05:22:33,31.05449097,-82.42224148,3293,83,0,3210,"Ware, Georgia, US"
Georgia,US,2021-01-02 05:22:33,33.41146451,-82.67795848,286,9,0,277,"Warren, Georgia, US"
Georgia,US,2021-01-02 05:22:33,32.96711864,-82.79357039,1402,46,0,1356,"Washington, Georgia, US"
Georgia,US,2021-01-02 05:22:33,31.5521809,-81.91894878,2146,49,0,2097,"Wayne, Georgia, US"
Georgia,US,2021-01-02 05:22:33,32.04066113,-84.54742852,89,2,0,87,"Webster, Georgia, US"
Georgia,US,2021-01-02 05:22:33,32.12009104,-82.72574721,490,19,0,471,"Wheeler, Georgia, US"
Georgia,US,2021-01-02 05:22:33,34.64624278,-83.74905525,2173,37,0,2136,"White, Georgia, US"
Georgia,US,2021-01-02 05:22:33,34.80987459,-84.96093476,11947,126,0,11821,"Whitfield, Georgia, US"
Georgia,US,2021-01-02 05:22:33,31.97496928,-83.43438555,591,35,0,556,"Wilcox, Georgia, US"
Georgia,US,2021-01-02 05:22:33,33.78290391,-82.74286107,639,10,0,629,"Wilkes, Georgia, US"
Georgia,US,2021-01-02 05:22:33,32.80291082,-83.17140684,640,18,0,622,"Wilkinson, Georgia, US"
Georgia,US,2021-01-02 05:22:33,31.55162306,-83.85090513,1162,40,0,1122,"Worth, Georgia, US"
Grand Princess,US,2020-08-04 02:27:56,,,103,3,0,100,"Grand Princess, US"
Guam,US,2021-01-02 05:22:33,13.4443,144.7937,7326,122,0,7204,"Guam, US"
Hawaii,US,2021-01-02 05:22:33,19.60121157,-155.5210167,1922,45,0,1877,"Hawaii, Hawaii, US"
Hawaii,US,2021-01-02 05:22:33,21.45803166,-157.97121819999995,18235,224,0,18011,"Honolulu, Hawaii, US"
Hawaii,US,2021-01-02 05:22:33,22.03935037,-159.5966786,147,1,0,146,"Kauai, Hawaii, US"
Hawaii,US,2021-01-02 05:22:33,20.86399628,-156.56890969999995,1432,17,0,1415,"Maui, Hawaii, US"
Hawaii,US,2020-12-21 13:27:30,,,661,2,0,659,"Out of HI, Hawaii, US"
Hawaii,US,2020-12-21 13:27:30,,,0,0,0,0,"Unassigned, Hawaii, US"
Idaho,US,2021-01-02 05:22:33,43.4526575,-116.24155159999998,38262,355,0,37907,"Ada, Idaho, US"
Idaho,US,2021-01-02 05:22:33,44.89333571,-116.4545247,260,3,0,257,"Adams, Idaho, US"
Idaho,US,2021-01-02 05:22:33,42.67002716,-112.2233311,6440,63,0,6377,"Bannock, Idaho, US"
Idaho,US,2021-01-02 05:22:33,42.28269683,-111.32892379999998,274,2,0,272,"Bear Lake, Idaho, US"
Idaho,US,2021-01-02 05:22:33,47.21754179,-116.6586851,433,4,0,429,"Benewah, Idaho, US"
Idaho,US,2021-01-02 05:22:33,43.21672879999999,-112.3978437,3649,46,0,3603,"Bingham, Idaho, US"
Idaho,US,2021-01-02 05:22:33,43.4085812,-113.9752658,1562,13,0,1549,"Blaine, Idaho, US"
Idaho,US,2021-01-02 05:22:33,43.98829931,-115.7309284,240,2,0,238,"Boise, Idaho, US"
Idaho,US,2021-01-02 05:22:33,48.29996017,-116.6017932,1960,13,0,1947,"Bonner, Idaho, US"
Idaho,US,2021-01-02 05:22:33,43.38713372,-111.6161537,10383,117,0,10266,"Bonneville, Idaho, US"
Idaho,US,2021-01-02 05:22:33,48.76684761,-116.4630179,568,7,0,561,"Boundary, Idaho, US"
Idaho,US,2021-01-02 05:22:33,43.72592209,-113.1735463,162,0,0,162,"Butte, Idaho, US"
Idaho,US,2021-01-02 05:22:33,43.46665742,-114.8065892,56,0,0,56,"Camas, Idaho, US"
Idaho,US,2021-01-02 05:22:33,43.61970148,-116.7095499,20597,219,0,20378,"Canyon, Idaho, US"
Idaho,US,2021-01-02 05:22:33,42.77149116,-111.5597683,534,10,0,524,"Caribou, Idaho, US"
Idaho,US,2021-01-02 05:22:33,42.28347888,-113.6012409,2537,20,0,2517,"Cassia, Idaho, US"
Idaho,US,2021-01-02 05:22:33,44.28496071,-112.3505704,53,0,0,53,"Clark, Idaho, US"
Idaho,US,2021-01-02 05:22:33,46.67459924,-115.6622393,828,6,0,822,"Clearwater, Idaho, US"
Idaho,US,2021-01-02 05:22:33,44.24186819,-114.2855494,203,2,0,201,"Custer, Idaho, US"
Idaho,US,2021-01-02 05:22:33,43.3507101,-115.4701578,1347,9,0,1338,"Elmore, Idaho, US"
Idaho,US,2021-01-02 05:22:33,42.18332217,-111.8149666,916,8,0,908,"Franklin, Idaho, US"
Idaho,US,2021-01-02 05:22:33,44.22800938,-111.4809943,871,14,0,857,"Fremont, Idaho, US"
Idaho,US,2021-01-02 05:22:33,44.06482372,-116.398376,1416,21,0,1395,"Gem, Idaho, US"
Idaho,US,2021-01-02 05:22:33,42.96927962,-114.8108306,1147,18,0,1129,"Gooding, Idaho, US"
Idaho,US,2021-01-02 05:22:33,45.84721541,-115.4634436,1024,15,0,1009,"Idaho, Idaho, US"
Idaho,US,2021-01-02 05:22:33,43.82078483,-112.3131749,2067,15,0,2052,"Jefferson, Idaho, US"
Idaho,US,2021-01-02 05:22:33,42.68891267,-114.2655033,2217,16,0,2201,"Jerome, Idaho, US"
Idaho,US,2021-01-02 05:22:33,47.67282258,-116.7020872,12612,116,0,12496,"Kootenai, Idaho, US"
Idaho,US,2021-01-02 05:22:33,46.81587887,-116.7113698,2154,6,0,2148,"Latah, Idaho, US"
Idaho,US,2021-01-02 05:22:33,44.9438088,-113.9309747,462,9,0,453,"Lemhi, Idaho, US"
Idaho,US,2021-01-02 05:22:33,46.23315327,-116.434146,342,5,0,337,"Lewis, Idaho, US"
Idaho,US,2021-01-02 05:22:33,43.0012336,-114.1358773,434,9,0,425,"Lincoln, Idaho, US"
Idaho,US,2021-01-02 05:22:33,43.78141028,-111.65384740000002,5248,18,0,5230,"Madison, Idaho, US"
Idaho,US,2021-01-02 05:22:33,42.85518524,-113.6357257,2062,23,0,2039,"Minidoka, Idaho, US"
Idaho,US,2021-01-02 05:22:33,46.32638236,-116.7500975,3027,44,0,2983,"Nez Perce, Idaho, US"
Idaho,US,2021-01-02 05:22:33,42.19494279999999,-112.5407838,250,2,0,248,"Oneida, Idaho, US"
Idaho,US,2021-01-02 05:22:33,42.58016894,-116.1693871,886,20,0,866,"Owyhee, Idaho, US"
Idaho,US,2021-01-02 05:22:33,44.00545243,-116.7647695,2062,24,0,2038,"Payette, Idaho, US"
Idaho,US,2021-01-02 05:22:33,42.69254894,-112.83957420000002,546,4,0,542,"Power, Idaho, US"
Idaho,US,2021-01-02 05:22:33,47.35364087,-115.8916749,840,26,0,814,"Shoshone, Idaho, US"
Idaho,US,2021-01-02 05:22:33,43.75303583,-111.2056773,723,2,0,721,"Teton, Idaho, US"
Idaho,US,2021-01-02 05:22:33,42.35440512,-114.6685381,7946,113,0,7833,"Twin Falls, Idaho, US"
Idaho,US,2021-01-02 05:22:33,,,1,0,0,1,"Unassigned, Idaho, US"
Idaho,US,2021-01-02 05:22:33,44.76728382,-115.5676773,482,3,0,479,"Valley, Idaho, US"
Idaho,US,2021-01-02 05:22:33,44.45275475,-116.7847688,994,14,0,980,"Washington, Idaho, US"
Illinois,US,2021-01-02 05:22:33,39.98815591,-91.18786813,6477,73,0,6404,"Adams, Illinois, US"
Illinois,US,2021-01-02 05:22:33,37.18049267,-89.32910838,341,7,0,334,"Alexander, Illinois, US"
Illinois,US,2021-01-02 05:22:33,38.88829622,-89.43534887,1554,15,0,1539,"Bond, Illinois, US"
Illinois,US,2021-01-02 05:22:33,42.32359279,-88.82345779,5070,61,0,5009,"Boone, Illinois, US"
Illinois,US,2021-01-02 05:22:33,39.96209138,-90.75068024,451,5,0,446,"Brown, Illinois, US"
Illinois,US,2021-01-02 05:22:33,41.40385234,-89.5283051,2813,66,0,2747,"Bureau, Illinois, US"
Illinois,US,2021-01-02 05:22:33,39.16840183,-90.66330078,381,1,0,380,"Calhoun, Illinois, US"
Illinois,US,2021-01-02 05:22:33,42.06823429,-89.93395545,1333,31,0,1302,"Carroll, Illinois, US"
Illinois,US,2021-01-02 05:22:33,39.96991073,-90.24734436,1586,19,0,1567,"Cass, Illinois, US"
Illinois,US,2021-01-02 05:22:33,40.13919438,-88.20046615,13832,84,0,13748,"Champaign, Illinois, US"
Illinois,US,2021-01-02 05:22:33,39.54581621,-89.27780482,2600,49,0,2551,"Christian, Illinois, US"
Illinois,US,2021-01-02 05:22:33,39.33425789,-87.78705622,1212,24,0,1188,"Clark, Illinois, US"
Illinois,US,2021-01-02 05:22:33,38.75388572,-88.48914513,1198,32,0,1166,"Clay, Illinois, US"
Illinois,US,2021-01-02 05:22:33,38.60704876,-89.42385254,4485,75,0,4410,"Clinton, Illinois, US"
Illinois,US,2021-01-02 05:22:33,39.51949084,-88.22358557,4294,70,0,4224,"Coles, Illinois, US"
Illinois,US,2021-01-02 05:22:33,41.84144849,-87.81658794,393652,7860,0,385792,"Cook, Illinois, US"
Illinois,US,2021-01-02 05:22:33,39.0032229,-87.75954624,1578,20,0,1558,"Crawford, Illinois, US"
Illinois,US,2021-01-02 05:22:33,39.27432424,-88.2401158,937,14,0,923,"Cumberland, Illinois, US"
Illinois,US,2021-01-02 05:22:33,40.17514519,-88.90959682,915,18,0,897,"De Witt, Illinois, US"
Illinois,US,2021-01-02 05:22:33,41.89373302,-88.76958483,6643,78,0,6565,"DeKalb, Illinois, US"
Illinois,US,2021-01-02 05:22:33,39.76768052,-88.21854195,1854,22,0,1832,"Douglas, Illinois, US"
Illinois,US,2021-01-02 05:22:33,41.85116968,-88.08642662,61805,958,0,60847,"DuPage, Illinois, US"
Illinois,US,2021-01-02 05:22:33,39.6809186,-87.74759563,1344,27,0,1317,"Edgar, Illinois, US"
Illinois,US,2021-01-02 05:22:33,38.41353228,-88.05720863,397,5,0,392,"Edwards, Illinois, US"
Illinois,US,2021-01-02 05:22:33,39.05935711,-88.58969584,3860,52,0,3808,"Effingham, Illinois, US"
Illinois,US,2021-01-02 05:22:33,39.00072038,-89.02452658,2664,46,0,2618,"Fayette, Illinois, US"
Illinois,US,2021-01-02 05:22:33,40.59706922,-88.22350769,1227,37,0,1190,"Ford, Illinois, US"
Illinois,US,2021-01-02 05:22:33,37.99189086,-88.92567818,3362,48,0,3314,"Franklin, Illinois, US"
Illinois,US,2021-01-02 05:22:33,40.47289135,-90.20862357,2342,28,0,2314,"Fulton, Illinois, US"
Illinois,US,2021-01-02 05:22:33,37.76430935,-88.22953869,330,3,0,327,"Gallatin, Illinois, US"
Illinois,US,2021-01-02 05:22:33,39.35907414,-90.388865,1115,30,0,1085,"Greene, Illinois, US"
Illinois,US,2021-01-02 05:22:33,41.28569601,-88.41905692,3859,44,0,3815,"Grundy, Illinois, US"
Illinois,US,2021-01-02 05:22:33,38.08163641,-88.53883373,601,10,0,591,"Hamilton, Illinois, US"
Illinois,US,2021-01-02 05:22:33,40.40423981,-91.16313899,1316,20,0,1296,"Hancock, Illinois, US"
Illinois,US,2021-01-02 05:22:33,37.51810645,-88.26873022,217,7,0,210,"Hardin, Illinois, US"
Illinois,US,2021-01-02 05:22:33,40.81908672,-90.92491462,397,4,0,393,"Henderson, Illinois, US"
Illinois,US,2021-01-02 05:22:33,41.3533994,-90.13296166,3692,39,0,3653,"Henry, Illinois, US"
Illinois,US,2021-01-02 05:22:33,40.74717633,-87.82466784,2323,49,0,2274,"Iroquois, Illinois, US"
Illinois,US,2021-01-02 05:22:33,37.78595185,-89.38232563,3650,51,0,3599,"Jackson, Illinois, US"
Illinois,US,2021-01-02 05:22:33,39.01054275,-88.15437049,894,13,0,881,"Jasper, Illinois, US"
Illinois,US,2021-01-02 05:22:33,38.29980057,-88.9240025,2926,81,0,2845,"Jefferson, Illinois, US"
Illinois,US,2021-01-02 05:22:33,39.08869046,-90.35393073,1972,30,0,1942,"Jersey, Illinois, US"
Illinois,US,2021-01-02 05:22:33,42.36542373,-90.21094405,1388,21,0,1367,"Jo Daviess, Illinois, US"
Illinois,US,2021-01-02 05:22:33,37.45939802,-88.88165419,982,9,0,973,"Johnson, Illinois, US"
Illinois,US,2021-01-02 05:22:33,41.93842729,-88.42861412,41511,564,0,40947,"Kane, Illinois, US"
Illinois,US,2021-01-02 05:22:33,41.13746989,-87.86205334,10678,152,0,10526,"Kankakee, Illinois, US"
Illinois,US,2021-01-02 05:22:33,41.59081014,-88.42869583,8449,68,0,8381,"Kendall, Illinois, US"
Illinois,US,2021-01-02 05:22:33,40.93148779,-90.21330340000002,4059,104,0,3955,"Knox, Illinois, US"
Illinois,US,2021-01-02 05:22:33,41.34426129999999,-88.88633881,8363,186,0,8177,"LaSalle, Illinois, US"
Illinois,US,2021-01-02 05:22:33,42.3224907,-88.00367925,48300,763,0,47537,"Lake, Illinois, US"
Illinois,US,2021-01-02 05:22:33,38.71987914,-87.72884035,1985,20,0,1965,"Lawrence, Illinois, US"
Illinois,US,2021-01-02 05:22:33,41.74583951,-89.29977132,2707,30,0,2677,"Lee, Illinois, US"
Illinois,US,2021-01-02 05:22:33,40.89188292,-88.55784752,3140,51,0,3089,"Livingston, Illinois, US"
Illinois,US,2021-01-02 05:22:33,40.12581572,-89.36638784,2705,39,0,2666,"Logan, Illinois, US"
Illinois,US,2021-01-02 05:22:33,39.86064913,-88.96342505,7959,163,0,7796,"Macon, Illinois, US"
Illinois,US,2021-01-02 05:22:33,39.26119767,-89.92424028,3273,60,0,3213,"Macoupin, Illinois, US"
Illinois,US,2021-01-02 05:22:33,38.83042506,-89.90422563,21054,341,0,20713,"Madison, Illinois, US"
Illinois,US,2021-01-02 05:22:33,38.64963204,-88.91899208,3548,97,0,3451,"Marion, Illinois, US"
Illinois,US,2021-01-02 05:22:33,41.0327901,-89.34510444,578,8,0,570,"Marshall, Illinois, US"
Illinois,US,2021-01-02 05:22:33,40.23917274,-89.91824452,1026,37,0,989,"Mason, Illinois, US"
Illinois,US,2021-01-02 05:22:33,37.22078441,-88.71036614,893,26,0,867,"Massac, Illinois, US"
Illinois,US,2021-01-02 05:22:33,40.45674722,-90.67775541,1978,35,0,1943,"McDonough, Illinois, US"
Illinois,US,2021-01-02 05:22:33,42.32451172,-88.45248227,19128,204,0,18924,"McHenry, Illinois, US"
Illinois,US,2021-01-02 05:22:33,40.48996987,-88.84621113,11621,97,0,11524,"McLean, Illinois, US"
Illinois,US,2021-01-02 05:22:33,40.02742725,-89.80246001,729,6,0,723,"Menard, Illinois, US"
Illinois,US,2021-01-02 05:22:33,41.20596782,-90.74290052,1069,24,0,1045,"Mercer, Illinois, US"
Illinois,US,2021-01-02 05:22:33,38.27594376,-90.17761038,3135,59,0,3076,"Monroe, Illinois, US"
Illinois,US,2021-01-02 05:22:33,39.23198845,-89.47809254,2166,22,0,2144,"Montgomery, Illinois, US"
Illinois,US,2021-01-02 05:22:33,39.71654544,-90.20255104,3007,65,0,2942,"Morgan, Illinois, US"
Illinois,US,2021-01-02 05:22:33,39.64187451,-88.62099969,1260,19,0,1241,"Moultrie, Illinois, US"
Illinois,US,2021-01-02 05:22:33,42.04165196,-89.32184679,4102,59,0,4043,"Ogle, Illinois, US"
Illinois,US,2021-01-02 05:22:33,,,19,0,0,19,"Out of IL, Illinois, US"
Illinois,US,2021-01-02 05:22:33,40.78702156,-89.76078901,13172,193,0,12979,"Peoria, Illinois, US"
Illinois,US,2021-01-02 05:22:33,38.08510853,-89.36856219,2185,44,0,2141,"Perry, Illinois, US"
Illinois,US,2021-01-02 05:22:33,40.01360584,-88.59319339,1046,7,0,1039,"Piatt, Illinois, US"
Illinois,US,2021-01-02 05:22:33,39.62265059,-90.8877017,1395,38,0,1357,"Pike, Illinois, US"
Illinois,US,2021-01-02 05:22:33,37.41391284,-88.56152109,196,1,0,195,"Pope, Illinois, US"
Illinois,US,2021-01-02 05:22:33,37.22631423,-89.13085001,560,3,0,557,"Pulaski, Illinois, US"
Illinois,US,2021-01-02 05:22:33,41.2013541,-89.2869272,319,0,0,319,"Putnam, Illinois, US"
Illinois,US,2021-01-02 05:22:33,38.05095369,-89.82512254,3324,43,0,3281,"Randolph, Illinois, US"
Illinois,US,2021-01-02 05:22:33,38.71240969,-88.08475366,1309,31,0,1278,"Richland, Illinois, US"
Illinois,US,2021-01-02 05:22:33,41.46613806,-90.57042164,11014,223,0,10791,"Rock Island, Illinois, US"
Illinois,US,2021-01-02 05:22:33,37.75332999,-88.54119706,1764,31,0,1733,"Saline, Illinois, US"
Illinois,US,2021-01-02 05:22:33,39.75836914,-89.65872023,13219,176,0,13043,"Sangamon, Illinois, US"
Illinois,US,2021-01-02 05:22:33,40.1571798,-90.61114163,543,3,0,540,"Schuyler, Illinois, US"
Illinois,US,2021-01-02 05:22:33,39.6429169,-90.47814431,327,1,0,326,"Scott, Illinois, US"
Illinois,US,2021-01-02 05:22:33,39.39133527,-88.80611122,1793,31,0,1762,"Shelby, Illinois, US"
Illinois,US,2021-01-02 05:22:33,38.46996033,-89.93063427,19050,329,0,18721,"St. Clair, Illinois, US"
Illinois,US,2021-01-02 05:22:33,41.09309773,-89.79745866,449,19,0,430,"Stark, Illinois, US"
Illinois,US,2021-01-02 05:22:33,42.35129217,-89.662598,3242,46,0,3196,"Stephenson, Illinois, US"
Illinois,US,2021-01-02 05:22:33,40.50716185,-89.51404662,10431,172,0,10259,"Tazewell, Illinois, US"
Illinois,US,2021-01-02 05:22:33,,,145,1488,0,0,"Unassigned, Illinois, US"
Illinois,US,2021-01-02 05:22:33,37.47119609,-89.25548938,1697,29,0,1668,"Union, Illinois, US"
Illinois,US,2021-01-02 05:22:33,40.18417171,-87.73384359,6429,75,0,6354,"Vermilion, Illinois, US"
Illinois,US,2021-01-02 05:22:33,38.44272901,-87.84922065,1048,11,0,1037,"Wabash, Illinois, US"
Illinois,US,2021-01-02 05:22:33,40.84925021,-90.6147432,1496,34,0,1462,"Warren, Illinois, US"
Illinois,US,2021-01-02 05:22:33,38.35309213,-89.40982703,1225,18,0,1207,"Washington, Illinois, US"
Illinois,US,2021-01-02 05:22:33,38.42955355,-88.42586459,1336,40,0,1296,"Wayne, Illinois, US"
Illinois,US,2021-01-02 05:22:33,38.08706198,-88.17657461,1122,20,0,1102,"White, Illinois, US"
Illinois,US,2021-01-02 05:22:33,41.75509713,-89.91556058,4828,124,0,4704,"Whiteside, Illinois, US"
Illinois,US,2021-01-02 05:22:33,41.44619267,-87.97862712,52293,724,0,51569,"Will, Illinois, US"
Illinois,US,2021-01-02 05:22:33,37.73033511,-88.92994027,5316,98,0,5218,"Williamson, Illinois, US"
Illinois,US,2021-01-02 05:22:33,42.33641854,-89.16085327,24019,344,0,23675,"Winnebago, Illinois, US"
Illinois,US,2021-01-02 05:22:33,40.78579374,-89.20973757,2786,47,0,2739,"Woodford, Illinois, US"
Indiana,US,2021-01-02 05:22:33,40.7457653,-84.93671406,2645,40,0,2605,"Adams, Indiana, US"
Indiana,US,2021-01-02 05:22:33,41.09194313,-85.06800636,28274,507,0,27767,"Allen, Indiana, US"
Indiana,US,2021-01-02 05:22:33,39.20744865,-85.89558181,5522,111,0,5411,"Bartholomew, Indiana, US"
Indiana,US,2021-01-02 05:22:33,40.60626947,-87.31093999,753,10,0,743,"Benton, Indiana, US"
Indiana,US,2021-01-02 05:22:33,40.47388153,-85.32499702,895,24,0,871,"Blackford, Indiana, US"
Indiana,US,2021-01-02 05:22:33,40.0509304,-86.46841646,4541,71,0,4470,"Boone, Indiana, US"
Indiana,US,2021-01-02 05:22:33,39.19605589,-86.22868909,752,11,0,741,"Brown, Indiana, US"
Indiana,US,2021-01-02 05:22:33,40.580783200000006,-86.56198812,1354,14,0,1340,"Carroll, Indiana, US"
Indiana,US,2021-01-02 05:22:33,40.76135835,-86.34830753,4244,64,0,4180,"Cass, Indiana, US"
Indiana,US,2021-01-02 05:22:33,38.48015445,-85.70510334,8544,125,0,8419,"Clark, Indiana, US"
Indiana,US,2021-01-02 05:22:33,39.39561833,-87.11723506,1887,38,0,1849,"Clay, Indiana, US"
Indiana,US,2021-01-02 05:22:33,40.30319754,-86.47277257,3240,37,0,3203,"Clinton, Indiana, US"
Indiana,US,2021-01-02 05:22:33,38.28814402,-86.44518825,602,11,0,591,"Crawford, Indiana, US"
Indiana,US,2021-01-02 05:22:33,38.70186039,-87.07185406,2299,73,0,2226,"Daviess, Indiana, US"
Indiana,US,2021-01-02 05:22:33,41.39804622,-84.99906934,3014,68,0,2946,"DeKalb, Indiana, US"
Indiana,US,2021-01-02 05:22:33,39.14647946,-84.97333539,3877,48,0,3829,"Dearborn, Indiana, US"
Indiana,US,2021-01-02 05:22:33,39.30712658,-85.50087166,2135,77,0,2058,"Decatur, Indiana, US"
Indiana,US,2021-01-02 05:22:33,40.22787247,-85.39732772,7712,146,0,7566,"Delaware, Indiana, US"
Indiana,US,2021-01-02 05:22:33,38.36597551,-86.87924170000002,4704,62,0,4642,"Dubois, Indiana, US"
Indiana,US,2021-01-02 05:22:33,41.59761169,-85.85875695,22792,356,0,22436,"Elkhart, Indiana, US"
Indiana,US,2021-01-02 05:22:33,39.63684962,-85.17797541,2219,45,0,2174,"Fayette, Indiana, US"
Indiana,US,2021-01-02 05:22:33,38.32117957,-85.90385377,5197,119,0,5078,"Floyd, Indiana, US"
Indiana,US,2021-01-02 05:22:33,40.12361933,-87.24217689,1546,31,0,1515,"Fountain, Indiana, US"
Indiana,US,2021-01-02 05:22:33,39.4142482,-85.06062647,1245,30,0,1215,"Franklin, Indiana, US"
Indiana,US,2021-01-02 05:22:33,41.0469907,-86.26252745,1411,34,0,1377,"Fulton, Indiana, US"
Indiana,US,2021-01-02 05:22:33,38.30393723,-87.58054938,3059,72,0,2987,"Gibson, Indiana, US"
Indiana,US,2021-01-02 05:22:33,40.51587228,-85.65468702,5042,121,0,4921,"Grant, Indiana, US"
Indiana,US,2021-01-02 05:22:33,39.03630547,-86.96223202,1966,61,0,1905,"Greene, Indiana, US"
Indiana,US,2021-01-02 05:22:33,40.07306535,-86.05244729,24249,316,0,23933,"Hamilton, Indiana, US"
Indiana,US,2021-01-02 05:22:33,39.82304555,-85.77566351,5246,89,0,5157,"Hancock, Indiana, US"
Indiana,US,2021-01-02 05:22:33,38.19467379,-86.10948271,2693,39,0,2654,"Harrison, Indiana, US"
Indiana,US,2021-01-02 05:22:33,39.76719009,-86.51037283,11661,228,0,11433,"Hendricks, Indiana, US"
Indiana,US,2021-01-02 05:22:33,39.93029017,-85.39625719,4296,63,0,4233,"Henry, Indiana, US"
Indiana,US,2021-01-02 05:22:33,40.48527731,-86.11351892,6723,136,0,6587,"Howard, Indiana, US"
Indiana,US,2021-01-02 05:22:33,40.82907273,-85.48822092,2477,47,0,2430,"Huntington, Indiana, US"
Indiana,US,2021-01-02 05:22:33,38.90915820000001,-86.03851889,3788,54,0,3734,"Jackson, Indiana, US"
Indiana,US,2021-01-02 05:22:33,41.02078733,-87.11553319,2491,33,0,2458,"Jasper, Indiana, US"
Indiana,US,2021-01-02 05:22:33,40.43781032,-85.00576229,1511,24,0,1487,"Jay, Indiana, US"
Indiana,US,2021-01-02 05:22:33,38.78576239,-85.43633383,2185,50,0,2135,"Jefferson, Indiana, US"
Indiana,US,2021-01-02 05:22:33,38.99588883,-85.62710784,1708,36,0,1672,"Jennings, Indiana, US"
Indiana,US,2021-01-02 05:22:33,39.48994426,-86.10149107,12309,265,0,12044,"Johnson, Indiana, US"
Indiana,US,2021-01-02 05:22:33,38.68861576,-87.4194665,2938,71,0,2867,"Knox, Indiana, US"
Indiana,US,2021-01-02 05:22:33,41.24521668,-85.86312322,6884,82,0,6802,"Kosciusko, Indiana, US"
Indiana,US,2021-01-02 05:22:33,41.64232188,-85.42674232,2059,63,0,1996,"LaGrange, Indiana, US"
Indiana,US,2021-01-02 05:22:33,41.54366008,-86.74072188,7650,150,0,7500,"LaPorte, Indiana, US"
Indiana,US,2021-01-02 05:22:33,41.41874274,-87.38277575,40230,697,0,39533,"Lake, Indiana, US"
Indiana,US,2021-01-02 05:22:33,38.84112637,-86.48361629,3338,80,0,3258,"Lawrence, Indiana, US"
Indiana,US,2021-01-02 05:22:33,40.16143691,-85.71964711,9071,225,0,8846,"Madison, Indiana, US"
